 I    | PH(0 0), PH(0 1), PH(1 0), PH(1 1)  | PR(0 0), PR(0 1), PR(1 0), PR(1 1)  | AH(0), AH(1)  | AR(0), AR(1)
1246|5.99415,0.240818,0.240818,0.0162928 | 8.30315,0.445926,0.445926,0.0348401 | -0.136402,-0.0136229 | -0.706842,-0.069107
1247|5.99428,0.240825,0.240825,0.0162936 | 8.31113,0.446516,0.446516,0.0348826 | -0.136527,-0.0136411 | -0.70638,-0.0690283
1248|5.99448,0.240837,0.240837,0.0162948 | 8.31927,0.447116,0.447116,0.0349257 | -0.136655,-0.0136597 | -0.705914,-0.0689492
1249|5.99476,0.240854,0.240854,0.0162963 | 8.32757,0.447726,0.447726,0.0349693 | -0.136787,-0.0136787 | -0.705443,-0.0688694
1250|5.9951,0.240876,0.240876,0.0162982 | 8.33604,0.448346,0.448346,0.0350136 | -0.136922,-0.013698 | -0.704968,-0.0687891
1251|5.99552,0.240903,0.240903,0.0163005 | 8.34467,0.448976,0.448976,0.0350583 | -0.137062,-0.0137176 | -0.704489,-0.0687083
1252|5.99601,0.240935,0.240935,0.0163031 | 8.35349,0.449617,0.449617,0.0351037 | -0.137205,-0.0137376 | -0.704005,-0.0686268
1253|5.99659,0.240973,0.240973,0.0163061 | 8.36247,0.450268,0.450268,0.0351496 | -0.137352,-0.013758 | -0.703517,-0.0685449
1254|5.99725,0.241017,0.241017,0.0163096 | 8.37165,0.45093,0.45093,0.0351961 | -0.137503,-0.0137786 | -0.703024,-0.0684623
1255|5.998,0.241067,0.241067,0.0163134 | 8.381,0.451603,0.451603,0.0352433 | -0.137658,-0.0137997 | -0.702527,-0.0683792
1256|5.99883,0.241122,0.241122,0.0163177 | 8.39055,0.452288,0.452288,0.035291 | -0.137817,-0.0138211 | -0.702025,-0.0682954
1257|5.99976,0.241184,0.241184,0.0163224 | 8.40028,0.452983,0.452983,0.0353393 | -0.137979,-0.0138428 | -0.701519,-0.0682112
1258|6.00078,0.241252,0.241252,0.0163276 | 8.41022,0.45369,0.45369,0.0353883 | -0.138146,-0.0138649 | -0.701007,-0.0681263
1259|6.0019,0.241327,0.241327,0.0163331 | 8.42036,0.454409,0.454409,0.0354379 | -0.138316,-0.0138873 | -0.700492,-0.0680408
1260|6.00312,0.241409,0.241409,0.0163392 | 8.4307,0.45514,0.45514,0.0354881 | -0.138491,-0.0139101 | -0.699971,-0.0679548
1261|6.00445,0.241497,0.241497,0.0163457 | 8.44125,0.455883,0.455883,0.0355389 | -0.13867,-0.0139333 | -0.699446,-0.0678681
1262|6.00588,0.241593,0.241593,0.0163527 | 8.45202,0.456638,0.456638,0.0355904 | -0.138852,-0.0139568 | -0.698916,-0.0677809
1263|6.00743,0.241695,0.241695,0.0163602 | 8.463,0.457406,0.457406,0.0356426 | -0.139039,-0.0139807 | -0.698381,-0.0676931
1264|6.00909,0.241806,0.241806,0.0163683 | 8.47422,0.458187,0.458187,0.0356954 | -0.13923,-0.014005 | -0.697842,-0.0676047
1265|6.01087,0.241924,0.241924,0.0163768 | 8.48566,0.45898,0.45898,0.0357489 | -0.139426,-0.0140296 | -0.697297,-0.0675156
1266|6.01277,0.24205,0.24205,0.0163858 | 8.49733,0.459787,0.459787,0.0358031 | -0.139625,-0.0140546 | -0.696748,-0.067426
1267|6.01481,0.242184,0.242184,0.0163954 | 8.50924,0.460607,0.460607,0.035858 | -0.139829,-0.0140799 | -0.696194,-0.0673358
1268|6.01697,0.242327,0.242327,0.0164055 | 8.5214,0.461441,0.461441,0.0359135 | -0.140037,-0.0141056 | -0.695635,-0.0672449
1269|6.01926,0.242478,0.242478,0.0164162 | 8.5338,0.462289,0.462289,0.0359698 | -0.14025,-0.0141317 | -0.695071,-0.0671535
1270|6.0217,0.242638,0.242638,0.0164275 | 8.54646,0.463151,0.463151,0.0360267 | -0.140466,-0.0141582 | -0.694503,-0.0670614
1271|6.02428,0.242807,0.242807,0.0164393 | 8.55938,0.464027,0.464027,0.0360844 | -0.140688,-0.014185 | -0.693929,-0.0669687
1272|6.02701,0.242985,0.242985,0.0164518 | 8.57257,0.464918,0.464918,0.0361428 | -0.140914,-0.0142123 | -0.69335,-0.0668754
1273|6.02989,0.243172,0.243172,0.0164648 | 8.58603,0.465823,0.465823,0.036202 | -0.141144,-0.0142399 | -0.692767,-0.0667815
1274|6.03293,0.24337,0.24337,0.0164785 | 8.59976,0.466744,0.466744,0.0362619 | -0.141379,-0.0142678 | -0.692178,-0.0666869
1275|6.03613,0.243577,0.243577,0.0164928 | 8.61378,0.46768,0.46768,0.0363225 | -0.141618,-0.0142962 | -0.691584,-0.0665917
1276|6.03949,0.243794,0.243794,0.0165078 | 8.62809,0.468632,0.468632,0.0363839 | -0.141862,-0.0143249 | -0.690985,-0.0664959
1277|6.04303,0.244023,0.244023,0.0165234 | 8.64269,0.4696,0.4696,0.0364461 | -0.142111,-0.0143541 | -0.690382,-0.0663995
1278|6.04675,0.244261,0.244261,0.0165396 | 8.6576,0.470583,0.470583,0.036509 | -0.142364,-0.0143836 | -0.689773,-0.0663024
1279|6.05064,0.244511,0.244511,0.0165566 | 8.67281,0.471584,0.471584,0.0365728 | -0.142622,-0.0144135 | -0.689159,-0.0662047
1280|6.05473,0.244772,0.244772,0.0165743 | 8.68834,0.4726,0.4726,0.0366373 | -0.142885,-0.0144438 | -0.68854,-0.0661063
1281|6.05901,0.245045,0.245045,0.0165926 | 8.70419,0.473634,0.473634,0.0367026 | -0.143153,-0.0144745 | -0.687916,-0.0660074
1282|6.06348,0.245329,0.245329,0.0166117 | 8.72038,0.474686,0.474686,0.0367688 | -0.143426,-0.0145055 | -0.687286,-0.0659077
1283|6.06817,0.245626,0.245626,0.0166316 | 8.7369,0.475754,0.475754,0.0368358 | -0.143704,-0.014537 | -0.686652,-0.0658075
1284|6.07306,0.245935,0.245935,0.0166522 | 8.75376,0.476841,0.476841,0.0369036 | -0.143986,-0.0145689 | -0.686013,-0.0657065
1285|6.07817,0.246257,0.246257,0.0166735 | 8.77097,0.477946,0.477946,0.0369722 | -0.144274,-0.0146011 | -0.685368,-0.065605
1286|6.0835,0.246591,0.246591,0.0166957 | 8.78855,0.479069,0.479069,0.0370417 | -0.144567,-0.0146338 | -0.684718,-0.0655028
1287|6.08907,0.24694,0.24694,0.0167186 | 8.80649,0.480211,0.480211,0.0371121 | -0.144865,-0.0146669 | -0.684063,-0.0653999
1288|6.09486,0.247301,0.247301,0.0167424 | 8.82481,0.481372,0.481372,0.0371833 | -0.145168,-0.0147003 | -0.683403,-0.0652964
1289|6.10091,0.247677,0.247677,0.0167669 | 8.84351,0.482553,0.482553,0.0372554 | -0.145476,-0.0147342 | -0.682738,-0.0651922
1290|6.1072,0.248067,0.248067,0.0167924 | 8.8626,0.483753,0.483753,0.0373283 | -0.14579,-0.0147685 | -0.682067,-0.0650873
1291|6.11375,0.248472,0.248472,0.0168186 | 8.88209,0.484974,0.484974,0.0374022 | -0.146109,-0.0148032 | -0.681391,-0.0649818
1292|6.12056,0.248892,0.248892,0.0168458 | 8.902,0.486215,0.486215,0.037477 | -0.146433,-0.0148383 | -0.68071,-0.0648757
1293|6.12765,0.249327,0.249327,0.0168738 | 8.92232,0.487476,0.487476,0.0375527 | -0.146763,-0.0148738 | -0.680024,-0.0647688
1294|6.13502,0.249777,0.249777,0.0169028 | 8.94307,0.488759,0.488759,0.0376293 | -0.147099,-0.0149097 | -0.679333,-0.0646614
1295|6.14267,0.250244,0.250244,0.0169326 | 8.96426,0.490064,0.490064,0.0377069 | -0.14744,-0.014946 | -0.678637,-0.0645532
1296|6.15062,0.250727,0.250727,0.0169634 | 8.98589,0.49139,0.49139,0.0377854 | -0.147786,-0.0149827 | -0.677935,-0.0644443
1297|6.15887,0.251227,0.251227,0.0169952 | 9.00799,0.492739,0.492739,0.0378649 | -0.148138,-0.0150199 | -0.677228,-0.0643348
1298|6.16744,0.251745,0.251745,0.0170279 | 9.03055,0.49411,0.49411,0.0379453 | -0.148496,-0.0150575 | -0.676516,-0.0642247
1299|6.17633,0.252279,0.252279,0.0170616 | 9.05359,0.495504,0.495504,0.0380267 | -0.14886,-0.0150954 | -0.675799,-0.0641138
1300|6.18555,0.252832,0.252832,0.0170963 | 9.07711,0.496921,0.496921,0.038109 | -0.14923,-0.0151339 | -0.675076,-0.0640022
1301|6.19511,0.253403,0.253403,0.017132 | 9.10114,0.498363,0.498363,0.0381924 | -0.149605,-0.0151727 | -0.674348,-0.06389
1302|6.20502,0.253993,0.253993,0.0171688 | 9.12568,0.499828,0.499828,0.0382768 | -0.149987,-0.0152119 | -0.673615,-0.0637771
1303|6.21529,0.254603,0.254603,0.0172066 | 9.15074,0.501319,0.501319,0.0383622 | -0.150374,-0.0152516 | -0.672877,-0.0636635
1304|6.22593,0.255232,0.255232,0.0172455 | 9.17634,0.502834,0.502834,0.0384486 | -0.150768,-0.0152917 | -0.672134,-0.0635492
1305|6.23694,0.255881,0.255881,0.0172855 | 9.20248,0.504374,0.504374,0.038536 | -0.151168,-0.0153322 | -0.671385,-0.0634342
1306|6.24835,0.25655,0.25655,0.0173267 | 9.22918,0.505941,0.505941,0.0386245 | -0.151574,-0.0153732 | -0.670631,-0.0633186
1307|6.26016,0.257241,0.257241,0.0173689 | 9.25645,0.507534,0.507534,0.038714 | -0.151987,-0.0154145 | -0.669872,-0.0632022
1308|6.27238,0.257953,0.257953,0.0174123 | 9.28431,0.509154,0.509154,0.0388046 | -0.152405,-0.0154563 | -0.669108,-0.0630851
1309|6.28503,0.258687,0.258687,0.0174568 | 9.31276,0.5108,0.5108,0.0388963 | -0.152831,-0.0154986 | -0.668339,-0.0629674
1310|6.29811,0.259444,0.259444,0.0175026 | 9.34183,0.512475,0.512475,0.0389891 | -0.153263,-0.0155412 | -0.667564,-0.0628489
1311|6.31164,0.260224,0.260224,0.0175495 | 9.37152,0.514178,0.514178,0.0390829 | -0.153701,-0.0155843 | -0.666784,-0.0627297
1312|6.32563,0.261027,0.261027,0.0175977 | 9.40185,0.515909,0.515909,0.0391779 | -0.154146,-0.0156279 | -0.665999,-0.0626098
1313|6.34009,0.261854,0.261854,0.0176472 | 9.43284,0.51767,0.51767,0.0392739 | -0.154598,-0.0156718 | -0.665209,-0.0624892
1314|6.35504,0.262705,0.262705,0.0176979 | 9.4645,0.51946,0.51946,0.0393711 | -0.155057,-0.0157162 | -0.664413,-0.0623679
1315|6.37049,0.263582,0.263582,0.0177498 | 9.49684,0.52128,0.52128,0.0394695 | -0.155522,-0.015761 | -0.663612,-0.0622459
1316|6.38645,0.264485,0.264485,0.0178031 | 9.52988,0.523131,0.523131,0.0395689 | -0.155995,-0.0158063 | -0.662806,-0.0621231
1317|6.40294,0.265413,0.265413,0.0178578 | 9.56364,0.525013,0.525013,0.0396695 | -0.156474,-0.015852 | -0.661995,-0.0619996
1318|6.41998,0.266369,0.266369,0.0179137 | 9.59813,0.526927,0.526927,0.0397713 | -0.156961,-0.0158981 | -0.661179,-0.0618754
1319|6.43757,0.267351,0.267351,0.0179711 | 9.63338,0.528872,0.528872,0.0398743 | -0.157455,-0.0159447 | -0.660357,-0.0617504
1320|6.45573,0.268362,0.268362,0.0180298 | 9.66939,0.530851,0.530851,0.0399784 | -0.157956,-0.0159917 | -0.659531,-0.0616248
1321|6.47448,0.269401,0.269401,0.01809 | 9.70619,0.532863,0.532863,0.0400837 | -0.158464,-0.0160392 | -0.658698,-0.0614983
1322|6.49384,0.27047,0.27047,0.0181516 | 9.74379,0.534909,0.534909,0.0401902 | -0.15898,-0.016087 | -0.657861,-0.0613712
1323|6.51382,0.271568,0.271568,0.0182146 | 9.78222,0.536989,0.536989,0.040298 | -0.159504,-0.0161354 | -0.657019,-0.0612433
1324|6.53444,0.272697,0.272697,0.0182791 | 9.82149,0.539104,0.539104,0.0404069 | -0.160035,-0.0161841 | -0.656171,-0.0611146
1325|6.55572,0.273857,0.273857,0.0183452 | 9.86162,0.541255,0.541255,0.0405171 | -0.160574,-0.0162333 | -0.655318,-0.0609852
1326|6.57767,0.275049,0.275049,0.0184128 | 9.90263,0.543442,0.543442,0.0406285 | -0.161121,-0.0162829 | -0.654459,-0.060855
1327|6.60032,0.276273,0.276273,0.0184819 | 9.94455,0.545665,0.545665,0.0407411 | -0.161675,-0.016333 | -0.653596,-0.0607241
1328|6.62369,0.277531,0.277531,0.0185526 | 9.98739,0.547926,0.547926,0.040855 | -0.162238,-0.0163835 | -0.652727,-0.0605923
1329|6.64778,0.278822,0.278822,0.0186249 | 10.0312,0.550226,0.550226,0.0409702 | -0.162808,-0.0164344 | -0.651853,-0.0604598
1330|6.67264,0.280148,0.280148,0.0186988 | 10.0759,0.552563,0.552563,0.0410866 | -0.163387,-0.0164858 | -0.650973,-0.0603266
1331|6.69826,0.28151,0.28151,0.0187743 | 10.1217,0.55494,0.55494,0.0412044 | -0.163974,-0.0165376 | -0.650088,-0.0601925
1332|6.72469,0.282908,0.282908,0.0188516 | 10.1685,0.557357,0.557357,0.0413234 | -0.164569,-0.0165898 | -0.649198,-0.0600577
1333|6.75194,0.284343,0.284343,0.0189305 | 10.2163,0.559815,0.559815,0.0414437 | -0.165173,-0.0166425 | -0.648302,-0.059922
1334|6.78003,0.285816,0.285816,0.0190111 | 10.2651,0.562314,0.562314,0.0415652 | -0.165785,-0.0166956 | -0.6474,-0.0597856
1335|6.80898,0.287327,0.287327,0.0190935 | 10.3151,0.564855,0.564855,0.0416881 | -0.166406,-0.0167491 | -0.646494,-0.0596483
1336|6.83883,0.288878,0.288878,0.0191777 | 10.3662,0.567438,0.567438,0.0418124 | -0.167035,-0.016803 | -0.645581,-0.0595102
1337|6.8696,0.290469,0.290469,0.0192636 | 10.4184,0.570065,0.570065,0.0419379 | -0.167674,-0.0168574 | -0.644664,-0.0593714
1338|6.9013,0.292101,0.292101,0.0193514 | 10.4718,0.572736,0.572736,0.0420647 | -0.168321,-0.0169122 | -0.64374,-0.0592316
1339|6.93398,0.293775,0.293775,0.019441 | 10.5264,0.575452,0.575452,0.0421929 | -0.168977,-0.0169674 | -0.642811,-0.0590911
1340|6.96766,0.295492,0.295492,0.0195325 | 10.5822,0.578213,0.578213,0.0423224 | -0.169642,-0.017023 | -0.641876,-0.0589497
1341|7.00236,0.297253,0.297253,0.0196259 | 10.6393,0.58102,0.58102,0.0424533 | -0.170317,-0.017079 | -0.640936,-0.0588074
1342|7.03811,0.299059,0.299059,0.0197212 | 10.6977,0.583874,0.583874,0.0425855 | -0.171,-0.0171355 | -0.63999,-0.0586643
1343|7.07495,0.300911,0.300911,0.0198184 | 10.7573,0.586776,0.586776,0.0427191 | -0.171693,-0.0171923 | -0.639037,-0.0585203
1344|7.11291,0.30281,0.30281,0.0199177 | 10.8184,0.589726,0.589726,0.042854 | -0.172396,-0.0172496 | -0.638079,-0.0583754
1345|7.15201,0.304756,0.304756,0.0200189 | 10.8808,0.592726,0.592726,0.0429902 | -0.173108,-0.0173072 | -0.637115,-0.0582296
1346|7.1923,0.306751,0.306751,0.0201221 | 10.9447,0.595776,0.595776,0.0431279 | -0.173829,-0.0173653 | -0.636145,-0.058083
1347|7.2338,0.308796,0.308796,0.0202275 | 11.01,0.598876,0.598876,0.0432668 | -0.17456,-0.0174237 | -0.635168,-0.0579354
1348|7.27655,0.310891,0.310891,0.0203348 | 11.0768,0.602028,0.602028,0.0434072 | -0.175302,-0.0174825 | -0.634186,-0.0577869
1349|7.32059,0.313039,0.313039,0.0204443 | 11.1451,0.605232,0.605232,0.0435488 | -0.176053,-0.0175418 | -0.633196,-0.0576375
1350|7.36595,0.31524,0.31524,0.020556 | 11.215,0.60849,0.60849,0.0436919 | -0.176814,-0.0176013 | -0.632201,-0.0574872
1351|7.41267,0.317495,0.317495,0.0206698 | 11.2865,0.611801,0.611801,0.0438363 | -0.177585,-0.0176613 | -0.631199,-0.0573358
1352|7.46079,0.319805,0.319805,0.0207858 | 11.3596,0.615167,0.615167,0.043982 | -0.178366,-0.0177216 | -0.63019,-0.0571836
1353|7.51036,0.322172,0.322172,0.0209039 | 11.4344,0.618589,0.618589,0.0441291 | -0.179157,-0.0177822 | -0.629174,-0.0570303
1354|7.5614,0.324596,0.324596,0.0210244 | 11.5109,0.622067,0.622067,0.0442776 | -0.179959,-0.0178433 | -0.628151,-0.0568761
1355|7.61398,0.32708,0.32708,0.0211471 | 11.5892,0.625603,0.625603,0.0444274 | -0.180771,-0.0179046 | -0.627121,-0.0567208
1356|7.66813,0.329623,0.329623,0.0212721 | 11.6694,0.629196,0.629196,0.0445785 | -0.181594,-0.0179663 | -0.626084,-0.0565646
1357|7.7239,0.332228,0.332228,0.0213994 | 11.7513,0.632849,0.632849,0.044731 | -0.182427,-0.0180283 | -0.625039,-0.0564073
1358|7.78133,0.334896,0.334896,0.021529 | 11.8352,0.636561,0.636561,0.0448847 | -0.183271,-0.0180906 | -0.623987,-0.0562489
1359|7.84048,0.337627,0.337627,0.021661 | 11.9211,0.640335,0.640335,0.0450398 | -0.184126,-0.0181532 | -0.622927,-0.0560895
1360|7.90139,0.340424,0.340424,0.0217954 | 12.0089,0.644169,0.644169,0.0451962 | -0.184991,-0.0182162 | -0.621858,-0.055929
1361|7.96412,0.343288,0.343288,0.0219322 | 12.0988,0.648066,0.648066,0.0453539 | -0.185867,-0.0182794 | -0.620782,-0.0557674
1362|8.02872,0.346219,0.346219,0.0220715 | 12.1907,0.652026,0.652026,0.0455128 | -0.186754,-0.0183429 | -0.619697,-0.0556047
1363|8.09525,0.34922,0.34922,0.0222132 | 12.2849,0.65605,0.65605,0.045673 | -0.187651,-0.0184066 | -0.618603,-0.0554408
1364|8.16376,0.352292,0.352292,0.0223574 | 12.3812,0.660139,0.660139,0.0458345 | -0.18856,-0.0184706 | -0.617501,-0.0552758
1365|8.23432,0.355436,0.355436,0.0225041 | 12.4798,0.664293,0.664293,0.0459972 | -0.18948,-0.0185348 | -0.616389,-0.0551096
1366|8.30697,0.358654,0.358654,0.0226534 | 12.5807,0.668514,0.668514,0.046161 | -0.19041,-0.0185992 | -0.615268,-0.0549423
1367|8.3818,0.361947,0.361947,0.0228052 | 12.684,0.672802,0.672802,0.0463261 | -0.191352,-0.0186639 | -0.614136,-0.0547737
1368|8.45886,0.365317,0.365317,0.0229596 | 12.7898,0.677159,0.677159,0.0464923 | -0.192305,-0.0187287 | -0.612995,-0.0546038
1369|8.53821,0.368765,0.368765,0.0231165 | 12.898,0.681584,0.681584,0.0466596 | -0.193268,-0.0187937 | -0.611843,-0.0544327
1370|8.61994,0.372292,0.372292,0.0232761 | 13.0088,0.686079,0.686079,0.0468281 | -0.194243,-0.0188589 | -0.61068,-0.0542603
1371|8.7041,0.375901,0.375901,0.0234383 | 13.1222,0.690644,0.690644,0.0469976 | -0.195229,-0.0189242 | -0.609507,-0.0540867
1372|8.79077,0.379594,0.379594,0.0236031 | 13.2384,0.695281,0.695281,0.0471682 | -0.196226,-0.0189896 | -0.608321,-0.0539116
1373|8.88003,0.38337,0.38337,0.0237706 | 13.3572,0.699989,0.699989,0.0473397 | -0.197233,-0.0190551 | -0.607123,-0.0537352
1374|8.97195,0.387233,0.387233,0.0239408 | 13.4789,0.70477,0.70477,0.0475123 | -0.198252,-0.0191207 | -0.605913,-0.0535574
1375|9.06662,0.391183,0.391183,0.0241136 | 13.6035,0.709625,0.709625,0.0476858 | -0.199281,-0.0191864 | -0.604691,-0.0533782
1376|9.16412,0.395223,0.395223,0.0242891 | 13.7311,0.714553,0.714553,0.0478601 | -0.200321,-0.0192521 | -0.603454,-0.0531976
1377|9.26453,0.399354,0.399354,0.0244674 | 13.8617,0.719556,0.719556,0.0480353 | -0.201371,-0.0193177 | -0.602204,-0.0530155
1378|9.36794,0.403577,0.403577,0.0246483 | 13.9955,0.724634,0.724634,0.0482113 | -0.202432,-0.0193834 | -0.600939,-0.0528318
1379|9.47444,0.407895,0.407895,0.0248319 | 14.1324,0.729788,0.729788,0.0483881 | -0.203504,-0.019449 | -0.599659,-0.0526467
1380|9.58412,0.412308,0.412308,0.0250183 | 14.2726,0.735018,0.735018,0.0485655 | -0.204586,-0.0195146 | -0.598364,-0.0524599
1381|9.69709,0.41682,0.41682,0.0252074 | 14.4162,0.740325,0.740325,0.0487435 | -0.205677,-0.01958 | -0.597052,-0.0522715
1382|9.81343,0.42143,0.42143,0.0253991 | 14.5632,0.745709,0.745709,0.0489221 | -0.206779,-0.0196453 | -0.595724,-0.0520815
1383|9.93326,0.426142,0.426142,0.0255936 | 14.7137,0.75117,0.75117,0.0491013 | -0.20789,-0.0197104 | -0.594377,-0.0518898
1384|10.0567,0.430956,0.430956,0.0257908 | 14.8678,0.756709,0.756709,0.0492808 | -0.20901,-0.0197754 | -0.593012,-0.0516964
1385|10.1838,0.435875,0.435875,0.0259906 | 15.0257,0.762326,0.762326,0.0494607 | -0.21014,-0.0198401 | -0.591629,-0.0515012
1386|10.3147,0.440899,0.440899,0.0261931 | 15.1873,0.768021,0.768021,0.0496408 | -0.211278,-0.0199045 | -0.590225,-0.0513043
1387|10.4495,0.446031,0.446031,0.0263983 | 15.3528,0.773794,0.773794,0.0498212 | -0.212425,-0.0199686 | -0.5888,-0.0511054
1388|10.5884,0.451272,0.451272,0.0266061 | 15.5223,0.779645,0.779645,0.0500016 | -0.21358,-0.0200323 | -0.587354,-0.0509047
1389|10.7314,0.456624,0.456624,0.0268165 | 15.6959,0.785575,0.785575,0.0501821 | -0.214743,-0.0200957 | -0.585885,-0.0507021
1390|10.8787,0.462087,0.462087,0.0270294 | 15.8736,0.791582,0.791582,0.0503624 | -0.215912,-0.0201586 | -0.584392,-0.0504975
1391|11.0304,0.467665,0.467665,0.0272449 | 16.0555,0.797666,0.797666,0.0505426 | -0.217089,-0.020221 | -0.582875,-0.0502909
1392|11.1866,0.473357,0.473357,0.0274629 | 16.2419,0.803828,0.803828,0.0507225 | -0.218272,-0.0202828 | -0.581332,-0.0500821
1393|11.3475,0.479165,0.479165,0.0276833 | 16.4327,0.810067,0.810067,0.0509019 | -0.21946,-0.0203441 | -0.579762,-0.0498713
1394|11.5133,0.485091,0.485091,0.0279061 | 16.628,0.816381,0.816381,0.0510808 | -0.220654,-0.0204048 | -0.578165,-0.0496583
1395|11.6839,0.491136,0.491136,0.0281312 | 16.828,0.82277,0.82277,0.051259 | -0.221852,-0.0204647 | -0.576537,-0.0494431
1396|11.8597,0.497301,0.497301,0.0283586 | 17.0328,0.829234,0.829234,0.0514364 | -0.223053,-0.0205239 | -0.57488,-0.0492256
1397|12.0407,0.503587,0.503587,0.0285883 | 17.2425,0.83577,0.83577,0.0516129 | -0.224258,-0.0205822 | -0.57319,-0.0490057
1398|12.2271,0.509994,0.509994,0.02882 | 17.4572,0.842378,0.842378,0.0517883 | -0.225465,-0.0206397 | -0.571468,-0.0487835
1399|12.419,0.516524,0.516524,0.0290538 | 17.6769,0.849056,0.849056,0.0519625 | -0.226673,-0.0206963 | -0.56971,-0.0485588
1400|12.6166,0.523178,0.523178,0.0292895 | 17.9018,0.855803,0.855803,0.0521352 | -0.227881,-0.0207518 | -0.567916,-0.0483317
1401|12.8201,0.529955,0.529955,0.0295271 | 18.1321,0.862616,0.862616,0.0523064 | -0.229088,-0.0208062 | -0.566084,-0.0481019
1402|13.0296,0.536857,0.536857,0.0297664 | 18.3678,0.869494,0.869494,0.0524758 | -0.230293,-0.0208595 | -0.564213,-0.0478695
1403|13.2453,0.543883,0.543883,0.0300073 | 18.6089,0.876433,0.876433,0.0526433 | -0.231496,-0.0209116 | -0.5623,-0.0476344
1404|13.4673,0.551033,0.551033,0.0302498 | 18.8558,0.883432,0.883432,0.0528086 | -0.232694,-0.0209623 | -0.560344,-0.0473966
1405|13.6959,0.558307,0.558307,0.0304936 | 19.1083,0.890488,0.890488,0.0529717 | -0.233886,-0.0210117 | -0.558343,-0.0471559
1406|13.9312,0.565705,0.565705,0.0307386 | 19.3667,0.897597,0.897597,0.0531322 | -0.235072,-0.0210596 | -0.556294,-0.0469124
1407|14.1733,0.573226,0.573226,0.0309846 | 19.6311,0.904756,0.904756,0.0532899 | -0.236248,-0.0211059 | -0.554197,-0.0466659
1408|14.4225,0.580869,0.580869,0.0312316 | 19.9015,0.911961,0.911961,0.0534447 | -0.237415,-0.0211506 | -0.552049,-0.0464163
1409|14.679,0.588633,0.588633,0.0314792 | 20.1781,0.919207,0.919207,0.0535962 | -0.238569,-0.0211935 | -0.549847,-0.0461637
1410|14.9428,0.596516,0.596516,0.0317274 | 20.461,0.926492,0.926492,0.0537443 | -0.23971,-0.0212346 | -0.547589,-0.0459079
1411|15.2142,0.604516,0.604516,0.0319759 | 20.7502,0.933808,0.933808,0.0538887 | -0.240835,-0.0212738 | -0.545273,-0.0456488
1412|15.4934,0.612631,0.612631,0.0322244 | 21.0459,0.941152,0.941152,0.0540291 | -0.241943,-0.0213109 | -0.542897,-0.0453864
1413|15.7805,0.620858,0.620858,0.0324729 | 21.3481,0.948517,0.948517,0.0541653 | -0.24303,-0.0213459 | -0.540458,-0.0451207
1414|16.0758,0.629194,0.629194,0.0327209 | 21.657,0.955898,0.955898,0.054297 | -0.244096,-0.0213786 | -0.537952,-0.0448515
1415|16.3793,0.637636,0.637636,0.0329683 | 21.9726,0.963287,0.963287,0.0544239 | -0.245136,-0.021409 | -0.535378,-0.0445787
1416|16.6914,0.646179,0.646179,0.0332148 | 22.295,0.970678,0.970678,0.0545457 | -0.24615,-0.0214368 | -0.532733,-0.0443024
1417|17.012,0.654819,0.654819,0.0334602 | 22.6242,0.978064,0.978064,0.0546621 | -0.247134,-0.0214621 | -0.530014,-0.0440224
1418|17.3416,0.663551,0.663551,0.033704 | 22.9604,0.985434,0.985434,0.0547729 | -0.248085,-0.0214847 | -0.527217,-0.0437386
1419|17.68,0.672369,0.672369,0.033946 | 23.3036,0.992783,0.992783,0.0548776 | -0.249,-0.0215044 | -0.52434,-0.043451
1420|18.0277,0.681266,0.681266,0.0341859 | 23.6538,1.0001,1.0001,0.054976 | -0.249877,-0.0215212 | -0.52138,-0.0431595
1421|18.3846,0.690236,0.690236,0.0344233 | 24.0111,1.00737,1.00737,0.0550678 | -0.250712,-0.0215349 | -0.518333,-0.0428641
1422|18.7509,0.699271,0.699271,0.0346579 | 24.3756,1.01459,1.01459,0.0551526 | -0.251502,-0.0215454 | -0.515196,-0.0425646
1423|19.1269,0.708362,0.708362,0.0348892 | 24.7471,1.02175,1.02175,0.0552301 | -0.252242,-0.0215525 | -0.511966,-0.0422611
1424|19.5125,0.7175,0.7175,0.035117 | 25.1258,1.02884,1.02884,0.0552999 | -0.25293,-0.0215562 | -0.508638,-0.0419534
1425|19.9079,0.726675,0.726675,0.0353408 | 25.5117,1.03583,1.03583,0.0553618 | -0.253562,-0.0215562 | -0.505211,-0.0416414
1426|20.3132,0.735876,0.735876,0.0355602 | 25.9046,1.04273,1.04273,0.0554154 | -0.254133,-0.0215526 | -0.501679,-0.0413252
1427|20.7286,0.745092,0.745092,0.0357748 | 26.3047,1.04951,1.04951,0.0554603 | -0.254639,-0.021545 | -0.49804,-0.0410047
1428|21.154,0.754309,0.754309,0.0359841 | 26.7117,1.05616,1.05616,0.0554963 | -0.255077,-0.0215335 | -0.49429,-0.0406798
1429|21.5895,0.763514,0.763514,0.0361878 | 27.1258,1.06266,1.06266,0.055523 | -0.255441,-0.0215178 | -0.490425,-0.0403504
1430|22.0352,0.772692,0.772692,0.0363853 | 27.5467,1.06901,1.06901,0.05554 | -0.255727,-0.0214979 | -0.486442,-0.0400166
1431|22.491,0.781828,0.781828,0.0365762 | 27.9744,1.07518,1.07518,0.0555471 | -0.255931,-0.0214736 | -0.482336,-0.0396782
